Hourly measurement data supplied by AEA Energy and Environment on 20/7/2010
All Data are GMT hour ending
Status: R=Ratified P=Provisional A=As supplied V=Validated S=Suspect
,,Nottingham Centre,,,,,,,,,,,,
Date,time,"Nitric oxide",status,unit,"Nitrogen dioxide",status,unit,"Ozone",status,unit,"Sulphur dioxide",status,unit
05-04-2009,07:00,13,R,ugm-3,48,R,ugm-3,10,R,ugm-3,0.000000,R,ugm-3
05-04-2009,08:00,8,R,ugm-3,34,R,ugm-3,28,R,ugm-3,0.000000,R,ugm-3
05-04-2009,09:00,9,R,ugm-3,36,R,ugm-3,38,R,ugm-3,0.000000,R,ugm-3
05-04-2009,10:00,10,R,ugm-3,32,R,ugm-3,54,R,ugm-3,0.000000,R,ugm-3
05-04-2009,11:00,3,R,ugm-3,13,R,ugm-3,80,R,ugm-3,0.000000,R,ugm-3
05-04-2009,12:00,4,R,ugm-3,19,R,ugm-3,82,R,ugm-3,5,R,ugm-3
05-04-2009,13:00,4,R,ugm-3,21,R,ugm-3,84,R,ugm-3,8,R,ugm-3
05-04-2009,14:00,4,R,ugm-3,15,R,ugm-3,92,R,ugm-3,3,R,ugm-3
05-04-2009,15:00,3,R,ugm-3,13,R,ugm-3,96,R,ugm-3,0.000000,R,ugm-3
05-04-2009,16:00,3,R,ugm-3,17,R,ugm-3,94,R,ugm-3,0.000000,R,ugm-3
05-04-2009,17:00,1,R,ugm-3,15,R,ugm-3,92,R,ugm-3,0.000000,R,ugm-3
05-04-2009,18:00,3,R,ugm-3,23,R,ugm-3,84,R,ugm-3,0.000000,R,ugm-3
05-04-2009,19:00,4,R,ugm-3,40,R,ugm-3,62,R,ugm-3,0.000000,R,ugm-3
05-04-2009,20:00,5,R,ugm-3,40,R,ugm-3,52,R,ugm-3,0.000000,R,ugm-3
05-04-2009,21:00,5,R,ugm-3,36,R,ugm-3,52,R,ugm-3,0.000000,R,ugm-3
05-04-2009,22:00,8,R,ugm-3,42,R,ugm-3,48,R,ugm-3,0.000000,R,ugm-3
05-04-2009,23:00,5,R,ugm-3,29,R,ugm-3,56,R,ugm-3,0.000000,R,ugm-3
05-04-2009,24:00,5,R,ugm-3,27,R,ugm-3,56,R,ugm-3,0.000000,R,ugm-3
06-04-2009,01:00,3,R,ugm-3,25,R,ugm-3,58,R,ugm-3,0.000000,R,ugm-3
06-04-2009,02:00,1,R,ugm-3,19,R,ugm-3,52,R,ugm-3,0.000000,R,ugm-3
06-04-2009,03:00,0.000000,R,ugm-3,27,R,ugm-3,44,R,ugm-3,0.000000,R,ugm-3
06-04-2009,04:00,1,R,ugm-3,25,R,ugm-3,44,R,ugm-3,0.000000,R,ugm-3
06-04-2009,05:00,5,R,ugm-3,40,R,ugm-3,26,R,ugm-3,0.000000,R,ugm-3
06-04-2009,06:00,24,R,ugm-3,61,R,ugm-3,10,R,ugm-3,0.000000,R,ugm-3
06-04-2009,07:00,44,R,ugm-3,65,R,ugm-3,8,R,ugm-3,0.000000,R,ugm-3
06-04-2009,08:00,41,R,ugm-3,65,R,ugm-3,12,R,ugm-3,0.000000,R,ugm-3
06-04-2009,09:00,30,R,ugm-3,53,R,ugm-3,22,R,ugm-3,0.000000,R,ugm-3
06-04-2009,10:00,25,R,ugm-3,48,R,ugm-3,30,R,ugm-3,3,R,ugm-3
06-04-2009,11:00,16,R,ugm-3,38,R,ugm-3,40,R,ugm-3,3,R,ugm-3
06-04-2009,12:00,18,R,ugm-3,42,R,ugm-3,42,R,ugm-3,3,R,ugm-3
06-04-2009,13:00,18,R,ugm-3,50,R,ugm-3,48,R,ugm-3,3,R,ugm-3
06-04-2009,14:00,20,R,ugm-3,65,R,ugm-3,42,R,ugm-3,0.000000,R,ugm-3
06-04-2009,15:00,25,R,ugm-3,67,R,ugm-3,46,R,ugm-3,0.000000,R,ugm-3
06-04-2009,16:00,10,R,ugm-3,53,R,ugm-3,60,R,ugm-3,0.000000,R,ugm-3
06-04-2009,17:00,11,R,ugm-3,65,R,ugm-3,50,R,ugm-3,0.000000,R,ugm-3
06-04-2009,18:00,11,R,ugm-3,57,R,ugm-3,52,R,ugm-3,0.000000,R,ugm-3
06-04-2009,19:00,4,R,ugm-3,40,R,ugm-3,68,R,ugm-3,0.000000,R,ugm-3
06-04-2009,20:00,4,R,ugm-3,40,R,ugm-3,66,R,ugm-3,3,R,ugm-3
06-04-2009,21:00,4,R,ugm-3,36,R,ugm-3,60,R,ugm-3,3,R,ugm-3
06-04-2009,22:00,4,R,ugm-3,15,R,ugm-3,80,R,ugm-3,0.000000,R,ugm-3
06-04-2009,23:00,8,R,ugm-3,23,R,ugm-3,72,R,ugm-3,0.000000,R,ugm-3
06-04-2009,24:00,3,R,ugm-3,17,R,ugm-3,64,R,ugm-3,0.000000,R,ugm-3
07-04-2009,01:00,3,R,ugm-3,13,R,ugm-3,50,R,ugm-3,0.000000,R,ugm-3
07-04-2009,02:00,3,R,ugm-3,11,R,ugm-3,58,R,ugm-3,0.000000,R,ugm-3
07-04-2009,03:00,3,R,ugm-3,10,R,ugm-3,60,R,ugm-3,0.000000,R,ugm-3
07-04-2009,04:00,5,R,ugm-3,11,R,ugm-3,58,R,ugm-3,0.000000,R,ugm-3
07-04-2009,05:00,4,R,ugm-3,27,R,ugm-3,44,R,ugm-3,0.000000,R,ugm-3
07-04-2009,06:00,6,R,ugm-3,36,R,ugm-3,30,R,ugm-3,0.000000,R,ugm-3
07-04-2009,07:00,26,R,ugm-3,63,R,ugm-3,18,R,ugm-3,3,R,ugm-3
07-04-2009,08:00,13,R,ugm-3,44,R,ugm-3,30,R,ugm-3,0.000000,R,ugm-3
07-04-2009,09:00,9,R,ugm-3,32,R,ugm-3,46,R,ugm-3,0.000000,R,ugm-3
07-04-2009,10:00,9,R,ugm-3,29,R,ugm-3,52,R,ugm-3,0.000000,R,ugm-3
07-04-2009,11:00,8,R,ugm-3,19,R,ugm-3,64,R,ugm-3,0.000000,R,ugm-3
07-04-2009,12:00,8,R,ugm-3,17,R,ugm-3,68,R,ugm-3,0.000000,R,ugm-3
07-04-2009,13:00,6,R,ugm-3,21,R,ugm-3,68,R,ugm-3,3,R,ugm-3
07-04-2009,14:00,8,R,ugm-3,27,R,ugm-3,72,R,ugm-3,8,R,ugm-3
07-04-2009,15:00,8,R,ugm-3,23,R,ugm-3,70,R,ugm-3,8,R,ugm-3
07-04-2009,16:00,8,R,ugm-3,25,R,ugm-3,66,R,ugm-3,3,R,ugm-3
07-04-2009,17:00,6,R,ugm-3,19,R,ugm-3,82,R,ugm-3,3,R,ugm-3
07-04-2009,18:00,6,R,ugm-3,23,R,ugm-3,76,R,ugm-3,0.000000,R,ugm-3
07-04-2009,19:00,4,R,ugm-3,25,R,ugm-3,68,R,ugm-3,0.000000,R,ugm-3
07-04-2009,20:00,5,R,ugm-3,25,R,ugm-3,52,R,ugm-3,0.000000,R,ugm-3
07-04-2009,21:00,4,R,ugm-3,19,R,ugm-3,64,R,ugm-3,0.000000,R,ugm-3
07-04-2009,22:00,3,R,ugm-3,15,R,ugm-3,72,R,ugm-3,0.000000,R,ugm-3
07-04-2009,23:00,3,R,ugm-3,13,R,ugm-3,76,R,ugm-3,0.000000,R,ugm-3
07-04-2009,24:00,1,R,ugm-3,10,R,ugm-3,76,R,ugm-3,0.000000,R,ugm-3
08-04-2009,01:00,0.000000,R,ugm-3,8,R,ugm-3,76,R,ugm-3,0.000000,R,ugm-3
08-04-2009,02:00,1,R,ugm-3,6,R,ugm-3,72,R,ugm-3,0.000000,R,ugm-3
08-04-2009,03:00,1,R,ugm-3,6,R,ugm-3,70,R,ugm-3,0.000000,R,ugm-3
08-04-2009,04:00,1,R,ugm-3,10,R,ugm-3,72,R,ugm-3,0.000000,R,ugm-3
08-04-2009,05:00,3,R,ugm-3,21,R,ugm-3,76,R,ugm-3,0.000000,R,ugm-3
08-04-2009,06:00,3,R,ugm-3,17,R,ugm-3,68,R,ugm-3,0.000000,R,ugm-3
08-04-2009,07:00,9,R,ugm-3,36,R,ugm-3,48,R,ugm-3,0.000000,R,ugm-3
08-04-2009,08:00,8,R,ugm-3,34,R,ugm-3,44,R,ugm-3,0.000000,R,ugm-3
08-04-2009,09:00,8,R,ugm-3,31,R,ugm-3,50,R,ugm-3,0.000000,R,ugm-3
08-04-2009,10:00,5,R,ugm-3,19,R,ugm-3,58,R,ugm-3,0.000000,R,ugm-3
08-04-2009,11:00,6,R,ugm-3,23,R,ugm-3,64,R,ugm-3,0.000000,R,ugm-3
08-04-2009,12:00,5,R,ugm-3,17,R,ugm-3,74,R,ugm-3,0.000000,R,ugm-3
08-04-2009,13:00,6,R,ugm-3,17,R,ugm-3,82,R,ugm-3,0.000000,R,ugm-3
08-04-2009,14:00,10,R,ugm-3,15,R,ugm-3,82,R,ugm-3,0.000000,R,ugm-3
08-04-2009,15:00,6,R,ugm-3,21,R,ugm-3,86,R,ugm-3,0.000000,R,ugm-3
08-04-2009,16:00,6,R,ugm-3,25,R,ugm-3,86,R,ugm-3,0.000000,R,ugm-3
08-04-2009,17:00,6,R,ugm-3,23,R,ugm-3,82,R,ugm-3,0.000000,R,ugm-3
08-04-2009,18:00,5,R,ugm-3,21,R,ugm-3,82,R,ugm-3,0.000000,R,ugm-3
08-04-2009,19:00,3,R,ugm-3,29,R,ugm-3,72,R,ugm-3,0.000000,R,ugm-3
08-04-2009,20:00,3,R,ugm-3,34,R,ugm-3,62,R,ugm-3,0.000000,R,ugm-3
08-04-2009,21:00,13,R,ugm-3,65,R,ugm-3,28,R,ugm-3,0.000000,R,ugm-3
08-04-2009,22:00,8,R,ugm-3,74,R,ugm-3,14,R,ugm-3,0.000000,R,ugm-3
08-04-2009,23:00,6,R,ugm-3,53,R,ugm-3,26,R,ugm-3,0.000000,R,ugm-3
08-04-2009,24:00,16,R,ugm-3,50,R,ugm-3,20,R,ugm-3,0.000000,R,ugm-3
09-04-2009,01:00,8,R,ugm-3,48,R,ugm-3,26,R,ugm-3,0.000000,R,ugm-3
09-04-2009,02:00,6,R,ugm-3,29,R,ugm-3,44,R,ugm-3,0.000000,R,ugm-3
09-04-2009,03:00,4,R,ugm-3,23,R,ugm-3,52,R,ugm-3,0.000000,R,ugm-3
09-04-2009,04:00,1,R,ugm-3,21,R,ugm-3,54,R,ugm-3,0.000000,R,ugm-3
09-04-2009,05:00,11,R,ugm-3,52,R,ugm-3,32,R,ugm-3,0.000000,R,ugm-3
09-04-2009,06:00,16,R,ugm-3,36,R,ugm-3,18,R,ugm-3,0.000000,R,ugm-3
09-04-2009,07:00,10,R,ugm-3,44,R,ugm-3,12,R,ugm-3,0.000000,R,ugm-3
09-04-2009,08:00,15,R,ugm-3,42,R,ugm-3,12,R,ugm-3,0.000000,R,ugm-3
09-04-2009,09:00,20,R,ugm-3,46,R,ugm-3,14,R,ugm-3,0.000000,R,ugm-3
09-04-2009,10:00,16,R,ugm-3,42,R,ugm-3,18,R,ugm-3,0.000000,R,ugm-3
09-04-2009,11:00,23,R,ugm-3,48,R,ugm-3,16,R,ugm-3,0.000000,R,ugm-3
09-04-2009,12:00,16,R,ugm-3,34,R,ugm-3,24,R,ugm-3,0.000000,R,ugm-3
09-04-2009,13:00,13,R,ugm-3,32,R,ugm-3,30,R,ugm-3,0.000000,R,ugm-3
09-04-2009,14:00,14,R,ugm-3,36,R,ugm-3,32,R,ugm-3,0.000000,R,ugm-3
09-04-2009,15:00,16,R,ugm-3,38,R,ugm-3,26,R,ugm-3,0.000000,R,ugm-3
09-04-2009,16:00,18,R,ugm-3,40,R,ugm-3,26,R,ugm-3,0.000000,R,ugm-3
09-04-2009,17:00,13,R,ugm-3,36,R,ugm-3,34,R,ugm-3,0.000000,R,ugm-3
09-04-2009,18:00,14,R,ugm-3,48,R,ugm-3,28,R,ugm-3,0.000000,R,ugm-3
09-04-2009,19:00,10,R,ugm-3,36,R,ugm-3,28,R,ugm-3,0.000000,R,ugm-3
09-04-2009,20:00,9,R,ugm-3,38,R,ugm-3,26,R,ugm-3,0.000000,R,ugm-3
09-04-2009,21:00,10,R,ugm-3,36,R,ugm-3,28,R,ugm-3,0.000000,R,ugm-3
09-04-2009,22:00,14,R,ugm-3,42,R,ugm-3,28,R,ugm-3,0.000000,R,ugm-3
09-04-2009,23:00,10,R,ugm-3,42,R,ugm-3,28,R,ugm-3,0.000000,R,ugm-3
09-04-2009,24:00,5,R,ugm-3,19,R,ugm-3,38,R,ugm-3,0.000000,R,ugm-3
10-04-2009,01:00,8,R,ugm-3,29,R,ugm-3,30,R,ugm-3,0.000000,R,ugm-3
10-04-2009,02:00,8,R,ugm-3,31,R,ugm-3,26,R,ugm-3,0.000000,R,ugm-3
10-04-2009,03:00,10,R,ugm-3,27,R,ugm-3,24,R,ugm-3,0.000000,R,ugm-3
10-04-2009,04:00,9,R,ugm-3,32,R,ugm-3,18,R,ugm-3,0.000000,R,ugm-3
10-04-2009,05:00,15,R,ugm-3,38,R,ugm-3,10,R,ugm-3,0.000000,R,ugm-3
10-04-2009,06:00,21,R,ugm-3,50,R,ugm-3,8,R,ugm-3,0.000000,R,ugm-3
10-04-2009,07:00,16,R,ugm-3,42,R,ugm-3,12,R,ugm-3,0.000000,R,ugm-3
10-04-2009,08:00,14,R,ugm-3,44,R,ugm-3,18,R,ugm-3,0.000000,R,ugm-3
10-04-2009,09:00,11,R,ugm-3,36,R,ugm-3,40,R,ugm-3,0.000000,R,ugm-3
10-04-2009,10:00,6,R,ugm-3,21,R,ugm-3,66,R,ugm-3,0.000000,R,ugm-3
10-04-2009,11:00,6,R,ugm-3,29,R,ugm-3,70,R,ugm-3,0.000000,R,ugm-3
10-04-2009,12:00,8,R,ugm-3,36,R,ugm-3,56,R,ugm-3,0.000000,R,ugm-3
10-04-2009,13:00,10,R,ugm-3,36,R,ugm-3,48,R,ugm-3,0.000000,R,ugm-3
10-04-2009,14:00,13,R,ugm-3,44,R,ugm-3,36,R,ugm-3,0.000000,R,ugm-3
10-04-2009,15:00,10,R,ugm-3,42,R,ugm-3,36,R,ugm-3,0.000000,R,ugm-3
10-04-2009,16:00,14,R,ugm-3,52,R,ugm-3,26,R,ugm-3,0.000000,R,ugm-3
10-04-2009,17:00,24,R,ugm-3,59,R,ugm-3,24,R,ugm-3,0.000000,R,ugm-3
10-04-2009,18:00,8,R,ugm-3,44,R,ugm-3,34,R,ugm-3,0.000000,R,ugm-3
10-04-2009,19:00,19,R,ugm-3,27,R,ugm-3,38,R,ugm-3,0.000000,R,ugm-3
10-04-2009,20:00,4,R,ugm-3,40,R,ugm-3,34,R,ugm-3,0.000000,R,ugm-3
10-04-2009,21:00,3,R,ugm-3,34,R,ugm-3,38,R,ugm-3,0.000000,R,ugm-3
10-04-2009,22:00,4,R,ugm-3,32,R,ugm-3,38,R,ugm-3,0.000000,R,ugm-3
10-04-2009,23:00,6,R,ugm-3,38,R,ugm-3,32,R,ugm-3,0.000000,R,ugm-3
10-04-2009,24:00,9,R,ugm-3,40,R,ugm-3,32,R,ugm-3,0.000000,R,ugm-3
11-04-2009,01:00,9,R,ugm-3,36,R,ugm-3,32,R,ugm-3,0.000000,R,ugm-3
11-04-2009,02:00,8,R,ugm-3,36,R,ugm-3,28,R,ugm-3,0.000000,R,ugm-3
11-04-2009,03:00,6,R,ugm-3,31,R,ugm-3,32,R,ugm-3,0.000000,R,ugm-3
11-04-2009,04:00,5,R,ugm-3,25,R,ugm-3,32,R,ugm-3,0.000000,R,ugm-3
11-04-2009,05:00,6,R,ugm-3,25,R,ugm-3,22,R,ugm-3,0.000000,R,ugm-3
11-04-2009,06:00,13,R,ugm-3,32,R,ugm-3,14,R,ugm-3,0.000000,R,ugm-3
11-04-2009,07:00,18,R,ugm-3,40,R,ugm-3,12,R,ugm-3,0.000000,R,ugm-3
11-04-2009,08:00,45,R,ugm-3,44,R,ugm-3,4,R,ugm-3,0.000000,R,ugm-3
11-04-2009,09:00,35,R,ugm-3,46,R,ugm-3,6,R,ugm-3,0.000000,R,ugm-3
11-04-2009,10:00,13,R,ugm-3,29,R,ugm-3,34,R,ugm-3,0.000000,R,ugm-3
11-04-2009,11:00,15,R,ugm-3,40,R,ugm-3,40,R,ugm-3,3,R,ugm-3
11-04-2009,12:00,13,R,ugm-3,40,R,ugm-3,46,R,ugm-3,5,R,ugm-3
11-04-2009,13:00,11,R,ugm-3,36,R,ugm-3,52,R,ugm-3,3,R,ugm-3
11-04-2009,14:00,10,R,ugm-3,31,R,ugm-3,56,R,ugm-3,0.000000,R,ugm-3
11-04-2009,15:00,11,R,ugm-3,29,R,ugm-3,60,R,ugm-3,0.000000,R,ugm-3
11-04-2009,16:00,11,R,ugm-3,31,R,ugm-3,58,R,ugm-3,0.000000,R,ugm-3
11-04-2009,17:00,13,R,ugm-3,36,R,ugm-3,56,R,ugm-3,0.000000,R,ugm-3
11-04-2009,18:00,15,R,ugm-3,50,R,ugm-3,46,R,ugm-3,0.000000,R,ugm-3
11-04-2009,19:00,19,R,ugm-3,53,R,ugm-3,34,R,ugm-3,0.000000,R,ugm-3
11-04-2009,20:00,26,R,ugm-3,59,R,ugm-3,24,R,ugm-3,0.000000,R,ugm-3
11-04-2009,21:00,18,R,ugm-3,59,R,ugm-3,16,R,ugm-3,0.000000,R,ugm-3
11-04-2009,22:00,20,R,ugm-3,57,R,ugm-3,12,R,ugm-3,3,R,ugm-3
11-04-2009,23:00,31,R,ugm-3,59,R,ugm-3,10,R,ugm-3,3,R,ugm-3
11-04-2009,24:00,14,R,ugm-3,40,R,ugm-3,24,R,ugm-3,3,R,ugm-3
12-04-2009,01:00,11,R,ugm-3,42,R,ugm-3,28,R,ugm-3,0.000000,R,ugm-3
12-04-2009,02:00,11,R,ugm-3,52,R,ugm-3,14,R,ugm-3,0.000000,R,ugm-3
12-04-2009,03:00,16,R,ugm-3,44,R,ugm-3,10,R,ugm-3,3,R,ugm-3
12-04-2009,04:00,8,R,ugm-3,29,R,ugm-3,26,R,ugm-3,3,R,ugm-3
12-04-2009,05:00,3,R,ugm-3,23,R,ugm-3,38,R,ugm-3,3,R,ugm-3
12-04-2009,06:00,3,R,ugm-3,23,R,ugm-3,32,R,ugm-3,5,R,ugm-3
12-04-2009,07:00,4,R,ugm-3,27,R,ugm-3,22,R,ugm-3,5,R,ugm-3
12-04-2009,08:00,8,R,ugm-3,31,R,ugm-3,16,R,ugm-3,5,R,ugm-3
12-04-2009,09:00,10,R,ugm-3,32,R,ugm-3,20,R,ugm-3,8,R,ugm-3
12-04-2009,10:00,13,R,ugm-3,36,R,ugm-3,22,R,ugm-3,11,R,ugm-3
12-04-2009,11:00,13,R,ugm-3,27,R,ugm-3,38,R,ugm-3,8,R,ugm-3
12-04-2009,12:00,10,R,ugm-3,34,R,ugm-3,42,R,ugm-3,8,R,ugm-3
12-04-2009,13:00,10,R,ugm-3,34,R,ugm-3,42,R,ugm-3,11,R,ugm-3
12-04-2009,14:00,10,R,ugm-3,36,R,ugm-3,44,R,ugm-3,8,R,ugm-3
12-04-2009,15:00,9,R,ugm-3,34,R,ugm-3,48,R,ugm-3,5,R,ugm-3
12-04-2009,16:00,9,R,ugm-3,31,R,ugm-3,48,R,ugm-3,5,R,ugm-3
12-04-2009,17:00,6,R,ugm-3,23,R,ugm-3,54,R,ugm-3,5,R,ugm-3
12-04-2009,18:00,5,R,ugm-3,23,R,ugm-3,70,R,ugm-3,3,R,ugm-3
12-04-2009,19:00,6,R,ugm-3,36,R,ugm-3,46,R,ugm-3,3,R,ugm-3
12-04-2009,20:00,10,R,ugm-3,50,R,ugm-3,34,R,ugm-3,5,R,ugm-3
12-04-2009,21:00,10,R,ugm-3,50,R,ugm-3,30,R,ugm-3,5,R,ugm-3
12-04-2009,22:00,9,R,ugm-3,44,R,ugm-3,30,R,ugm-3,3,R,ugm-3
12-04-2009,23:00,11,R,ugm-3,44,R,ugm-3,30,R,ugm-3,0.000000,R,ugm-3
12-04-2009,24:00,6,R,ugm-3,27,R,ugm-3,42,R,ugm-3,0.000000,R,ugm-3
13-04-2009,01:00,6,R,ugm-3,21,R,ugm-3,46,R,ugm-3,0.000000,R,ugm-3
13-04-2009,02:00,5,R,ugm-3,32,R,ugm-3,44,R,ugm-3,0.000000,R,ugm-3
13-04-2009,03:00,13,R,ugm-3,46,R,ugm-3,26,R,ugm-3,0.000000,R,ugm-3
13-04-2009,04:00,3,R,ugm-3,17,R,ugm-3,48,R,ugm-3,0.000000,R,ugm-3
13-04-2009,05:00,4,R,ugm-3,21,R,ugm-3,46,R,ugm-3,0.000000,R,ugm-3
13-04-2009,06:00,13,R,ugm-3,23,R,ugm-3,42,R,ugm-3,0.000000,R,ugm-3
13-04-2009,07:00,4,R,ugm-3,21,R,ugm-3,42,R,ugm-3,0.000000,R,ugm-3
13-04-2009,08:00,5,R,ugm-3,25,R,ugm-3,36,R,ugm-3,0.000000,R,ugm-3
13-04-2009,09:00,11,R,ugm-3,27,R,ugm-3,34,R,ugm-3,0.000000,R,ugm-3
13-04-2009,10:00,10,R,ugm-3,21,R,ugm-3,40,R,ugm-3,0.000000,R,ugm-3
13-04-2009,11:00,6,R,ugm-3,17,R,ugm-3,54,R,ugm-3,0.000000,R,ugm-3
13-04-2009,12:00,5,R,ugm-3,17,R,ugm-3,68,R,ugm-3,0.000000,R,ugm-3
13-04-2009,13:00,5,R,ugm-3,19,R,ugm-3,68,R,ugm-3,0.000000,R,ugm-3
13-04-2009,14:00,6,R,ugm-3,21,R,ugm-3,70,R,ugm-3,0.000000,R,ugm-3
13-04-2009,15:00,9,R,ugm-3,25,R,ugm-3,74,R,ugm-3,0.000000,R,ugm-3
13-04-2009,16:00,8,R,ugm-3,23,R,ugm-3,72,R,ugm-3,0.000000,R,ugm-3
13-04-2009,17:00,8,R,ugm-3,25,R,ugm-3,70,R,ugm-3,0.000000,R,ugm-3
13-04-2009,18:00,5,R,ugm-3,25,R,ugm-3,70,R,ugm-3,0.000000,R,ugm-3
13-04-2009,19:00,5,R,ugm-3,27,R,ugm-3,62,R,ugm-3,0.000000,R,ugm-3
13-04-2009,20:00,8,R,ugm-3,38,R,ugm-3,46,R,ugm-3,0.000000,R,ugm-3
13-04-2009,21:00,9,R,ugm-3,38,R,ugm-3,40,R,ugm-3,0.000000,R,ugm-3
13-04-2009,22:00,8,R,ugm-3,31,R,ugm-3,38,R,ugm-3,0.000000,R,ugm-3
13-04-2009,23:00,5,R,ugm-3,17,R,ugm-3,50,R,ugm-3,0.000000,R,ugm-3
13-04-2009,24:00,6,R,ugm-3,25,R,ugm-3,42,R,ugm-3,0.000000,R,ugm-3
14-04-2009,01:00,6,R,ugm-3,21,R,ugm-3,34,R,ugm-3,0.000000,R,ugm-3
14-04-2009,02:00,3,R,ugm-3,15,R,ugm-3,36,R,ugm-3,0.000000,R,ugm-3
14-04-2009,03:00,3,R,ugm-3,13,R,ugm-3,40,R,ugm-3,0.000000,R,ugm-3
14-04-2009,04:00,4,R,ugm-3,17,R,ugm-3,36,R,ugm-3,0.000000,R,ugm-3
14-04-2009,05:00,6,R,ugm-3,23,R,ugm-3,32,R,ugm-3,0.000000,R,ugm-3
14-04-2009,06:00,11,R,ugm-3,31,R,ugm-3,24,R,ugm-3,0.000000,R,ugm-3
14-04-2009,07:00,21,R,ugm-3,42,R,ugm-3,14,R,ugm-3,0.000000,R,ugm-3
14-04-2009,08:00,26,R,ugm-3,38,R,ugm-3,16,R,ugm-3,0.000000,R,ugm-3
14-04-2009,09:00,23,R,ugm-3,40,R,ugm-3,20,R,ugm-3,0.000000,R,ugm-3
14-04-2009,10:00,18,R,ugm-3,36,R,ugm-3,28,R,ugm-3,0.000000,R,ugm-3
14-04-2009,11:00,21,R,ugm-3,38,R,ugm-3,34,R,ugm-3,0.000000,R,ugm-3
14-04-2009,12:00,15,R,ugm-3,36,R,ugm-3,50,R,ugm-3,0.000000,R,ugm-3
14-04-2009,13:00,15,R,ugm-3,40,R,ugm-3,58,R,ugm-3,0.000000,R,ugm-3
14-04-2009,14:00,14,R,ugm-3,38,R,ugm-3,66,R,ugm-3,0.000000,R,ugm-3
14-04-2009,15:00,15,R,ugm-3,40,R,ugm-3,54,R,ugm-3,0.000000,R,ugm-3
14-04-2009,16:00,18,R,ugm-3,42,R,ugm-3,42,R,ugm-3,0.000000,R,ugm-3
14-04-2009,17:00,20,R,ugm-3,46,R,ugm-3,34,R,ugm-3,0.000000,R,ugm-3
14-04-2009,18:00,11,R,ugm-3,40,R,ugm-3,34,R,ugm-3,0.000000,R,ugm-3
14-04-2009,19:00,9,R,ugm-3,38,R,ugm-3,32,R,ugm-3,0.000000,R,ugm-3
14-04-2009,20:00,9,R,ugm-3,32,R,ugm-3,40,R,ugm-3,0.000000,R,ugm-3
14-04-2009,21:00,4,R,ugm-3,19,R,ugm-3,66,R,ugm-3,0.000000,R,ugm-3
14-04-2009,22:00,4,R,ugm-3,17,R,ugm-3,66,R,ugm-3,0.000000,R,ugm-3
14-04-2009,23:00,4,R,ugm-3,15,R,ugm-3,72,R,ugm-3,0.000000,R,ugm-3
14-04-2009,24:00,3,R,ugm-3,11,R,ugm-3,70,R,ugm-3,0.000000,R,ugm-3
15-04-2009,01:00,3,R,ugm-3,10,R,ugm-3,68,R,ugm-3,0.000000,R,ugm-3
15-04-2009,02:00,1,R,ugm-3,10,R,ugm-3,64,R,ugm-3,0.000000,R,ugm-3
15-04-2009,03:00,1,R,ugm-3,11,R,ugm-3,66,R,ugm-3,0.000000,R,ugm-3
15-04-2009,04:00,1,R,ugm-3,10,R,ugm-3,64,R,ugm-3,0.000000,R,ugm-3
15-04-2009,05:00,4,R,ugm-3,15,R,ugm-3,62,R,ugm-3,0.000000,R,ugm-3
15-04-2009,06:00,5,R,ugm-3,32,R,ugm-3,54,R,ugm-3,0.000000,R,ugm-3
15-04-2009,07:00,8,R,ugm-3,27,R,ugm-3,58,R,ugm-3,0.000000,R,ugm-3
15-04-2009,08:00,9,R,ugm-3,31,R,ugm-3,54,R,ugm-3,0.000000,R,ugm-3
15-04-2009,09:00,14,R,ugm-3,46,R,ugm-3,36,R,ugm-3,0.000000,R,ugm-3
15-04-2009,10:00,13,R,ugm-3,42,R,ugm-3,42,R,ugm-3,0.000000,R,ugm-3
15-04-2009,11:00,13,R,ugm-3,38,R,ugm-3,48,R,ugm-3,3,R,ugm-3
15-04-2009,12:00,10,R,ugm-3,27,R,ugm-3,62,R,ugm-3,0.000000,R,ugm-3
15-04-2009,13:00,10,R,ugm-3,25,R,ugm-3,66,R,ugm-3,0.000000,R,ugm-3
15-04-2009,14:00,9,R,ugm-3,21,R,ugm-3,76,R,ugm-3,0.000000,R,ugm-3
15-04-2009,15:00,9,R,ugm-3,27,R,ugm-3,82,R,ugm-3,0.000000,R,ugm-3
15-04-2009,16:00,9,R,ugm-3,31,R,ugm-3,88,R,ugm-3,0.000000,R,ugm-3
15-04-2009,17:00,8,R,ugm-3,23,R,ugm-3,92,R,ugm-3,0.000000,R,ugm-3
15-04-2009,18:00,8,R,ugm-3,25,R,ugm-3,88,R,ugm-3,0.000000,R,ugm-3
15-04-2009,19:00,5,R,ugm-3,27,R,ugm-3,90,R,ugm-3,0.000000,R,ugm-3
15-04-2009,20:00,5,R,ugm-3,21,R,ugm-3,100,R,ugm-3,0.000000,R,ugm-3
15-04-2009,21:00,5,R,ugm-3,15,R,ugm-3,102,R,ugm-3,0.000000,R,ugm-3
15-04-2009,22:00,4,R,ugm-3,17,R,ugm-3,92,R,ugm-3,0.000000,R,ugm-3
15-04-2009,23:00,4,R,ugm-3,19,R,ugm-3,86,R,ugm-3,0.000000,R,ugm-3
15-04-2009,24:00,3,R,ugm-3,17,R,ugm-3,84,R,ugm-3,0.000000,R,ugm-3
